,AtBat,Inning,Batter,Pitcher,Outs,Bases,Score,Play,PitchSeq,lastEvent,LI,RE,WE,WPA,RE24,Year,Game,InningNum
7323,118,▲ 16,X Bogaerts,K Maeda,0,___,2-2,Xander Bogaerts struck out swinging.,"Swinging Strike, Swinging Strike, Foul Ball, Strikeout Swinging",Strikeout,2.23,0.44,55.5%,-0.055,-0.21,2018,3, 16
7324,119,▲ 16,N Eovaldi,K Maeda,1,___,2-2,Nathan Eovaldi struck out looking.,"Ball, Called Strike, Called Strike, Ball, Strikeout Looking",Strikeout,1.68,0.23,59.5%,-0.04,-0.14,2018,3, 16
7325,120,▲ 16,I Kinsler,K Maeda,2,___,2-2,Ian Kinsler struck out swinging.,"Swinging Strike, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,1.22,0.09,62.5%,-0.03,-0.09,2018,3, 16
7326,121,▼ 16,Y Puig,N Eovaldi,0,___,2-2,Yasiel Puig flied out to third.,"Foul Ball, Fly Out",Fly Out,2.19,0.44,57.1%,-0.054,-0.21,2018,3, 16
7327,122,▼ 16,A Barnes,N Eovaldi,1,___,2-2,Austin Barnes flied out to center.,"Ball, Ball, Called Strike, Ball, Foul Ball, Fly Out",Fly Out,1.68,0.23,53.1%,-0.04,-0.14,2018,3, 16
7328,123,▼ 16,D Freese,N Eovaldi,2,___,2-2,David Freese struck out swinging.,"Foul Ball, Swinging Strike, Strikeout Swinging",Strikeout,1.28,0.09,50.0%,-0.031,-0.09,2018,3, 16
7329,124,▲ 17,B Holt,J Urias,0,___,2-2,Brock Holt flied out to center.,"Ball, Fly Out",Fly Out,2.23,0.44,55.5%,-0.055,-0.21,2018,3, 17
7330,125,▲ 17,E Nunez,J Urias,1,___,2-2,Eduardo Nunez flied out to second.,"Called Strike, Fly Out",Fly Out,1.68,0.23,59.5%,-0.04,-0.14,2018,3, 17
7331,126,▲ 17,J Bradley Jr.,J Urias,2,___,2-2,Jackie Bradley Jr. walked.,"Ball, Called Strike, Ball, Ball, Walked",Walk,1.22,0.09,56.6%,0.029,0.12,2018,3, 17
7332,127,▲ 17,C Vazquez,J Urias,2,1__,2-2,Christian Vazquez grounded out to first.,"Pickoff Throw (First Base), Pickoff Throw (First Base), Pickoff Throw (First Base), Ball, Pickoff Throw (First Base), Ground Out",Ground Out,2.21,0.21,62.5%,-0.059,-0.2,2018,3, 17
7333,128,▼ 17,E Hernandez,N Eovaldi,0,___,2-2,Kike Hernandez flied out to second.,"Ball, Ball, Fly Out",Fly Out,2.19,0.44,57.1%,-0.054,-0.21,2018,3, 17
7334,129,▼ 17,C Kershaw,N Eovaldi,1,___,2-2,Clayton Kershaw flied out to right.,"Called Strike, Swinging Strike, Foul Ball, Fly Out",Fly Out,1.68,0.23,53.1%,-0.04,-0.14,2018,3, 17
7335,130,▼ 17,J Turner,N Eovaldi,2,___,2-2,Justin Turner struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,1.28,0.09,50.0%,-0.031,-0.09,2018,3, 17
7336,131,▲ 18,S Leon,A Wood,0,___,2-2,Sandy Leon walked.,"Ball, Ball, Foul Ball, Ball, Walked",Walk,2.23,0.44,41.9%,0.081,0.37,2018,3, 18
7337,132,▲ 18,M Betts,A Wood,0,1__,2-2,Mookie Betts reached on fielder's choice to shortstop. Sandy Leon out at second.,"Ball, Foul Ball, Ball, Ball, Fielder's Choice",Fielders Choice,3.47,0.81,49.7%,-0.079,-0.33,2018,3, 18
7338,133,▲ 18,X Bogaerts,A Wood,1,1__,2-2,Xander Bogaerts grounded into a double play to shortstop (Grounder). Mookie Betts out at second.,"Pickoff Throw (First Base), Pickoff Throw (First Base), Called Strike, Pickoff Throw (First Base), Ball, Ball, Pickoff Throw (First Base), Swinging Strike, Grounded Into Double Play",Grounded Into Double Play,2.95,0.47,62.5%,-0.128,-0.47,2018,3, 18
7339,134,▼ 18,M Muncy,N Eovaldi,0,___,2-2,Max Muncy homered (Fly).,"Ball, Ball, Ball, Called Strike, Foul Ball, Foul Ball, Home Run",Home Run,2.19,0.44,100.0%,0.375,1.0,2018,3, 18
7340,1,▲ 1,B Dozier,C Sale,0,___,0-0,Brian Dozier struck out looking.,"Ball, Foul Ball, Foul Ball, No Result, Ball, Strikeout Looking",Strikeout,0.87,0.56,52.3%,-0.023,-0.26,2018,1, 1
7341,2,▲ 1,J Turner,C Sale,1,___,0-0,Justin Turner struck out swinging.,"Called Strike, Ball, Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.63,0.3,53.9%,-0.016,-0.18,2018,1, 1
7342,3,▲ 1,D Freese,C Sale,2,___,0-0,David Freese singled to right (Grounder).,"Called Strike, Ball, Swinging Strike, Ball, Single",Single,0.41,0.12,52.7%,0.012,0.14,2018,1, 1
7343,4,▲ 1,M Machado,C Sale,2,1__,0-0,Manny Machado flied out to left.,"Foul Ball, Ball, Foul Ball, Ball, Fly Out",Fly Out,0.79,0.25,55.0%,-0.023,-0.25,2018,1, 1
7344,5,▼ 1,M Betts,C Kershaw,0,___,0-0,Mookie Betts singled to center (Liner).,"Called Strike, Foul Ball, Foul Ball, Ball, Ball, Single",Single,0.87,0.56,58.4%,0.034,0.4,2018,1, 1
7345,6,▼ 1,M Betts,C Kershaw,0,1__,0-0,Mookie Betts advanced on a stolen base to 2B.,,Stolen Base,1.37,0.96,60.7%,0.022,0.24,2018,1, 1
7346,7,▼ 1,A Benintendi,C Kershaw,0,_2_,0-0,"Andrew Benintendi singled to right (Grounder). Mookie Betts
scored. Andrew Benintendi advanced to 2B.","Swinging Strike on Hit and Run, (Stolen Base), Single, No Result",No Result,1.14,1.2,69.3%,0.086,1.0,2018,1, 1
7347,8,▼ 1,S Pearce,C Kershaw,0,_2_,1-0,Steve Pearce flied out to first.,"Called Strike, Fly Out",Fly Out,0.99,1.2,65.7%,-0.036,-0.47,2018,1, 1
7348,9,▼ 1,J Martinez,C Kershaw,1,_2_,1-0,J.D. Martinez singled to left (Liner). Andrew Benintendi scored.,"Called Strike, Ball, Ball, Single",Single,1.03,0.73,72.7%,0.07,0.85,2018,1, 1
7349,10,▼ 1,J Martinez,C Kershaw,1,1__,2-0,J.D. Martinez was caught stealing.,,Stolen Base,0.84,0.58,69.7%,-0.03,-0.46,2018,1, 1
7350,11,▼ 1,X Bogaerts,C Kershaw,2,___,2-0,Xander Bogaerts fouled out to first.,"Ball, Ball, Ball, Called Strike, Swinging Strike, Pickoff Throw (First Base), (Caught Stealing), Foul Fly Out",Foul Fly Out,0.31,0.12,68.8%,-0.008,-0.12,2018,1, 1
7351,12,▲ 2,C Taylor,C Sale,0,___,2-0,Chris Taylor struck out swinging.,"Ball, Called Strike, Swinging Strike, Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.92,0.56,71.2%,-0.024,-0.26,2018,1, 2
7352,13,▲ 2,M Kemp,C Sale,1,___,2-0,Matt Kemp homered (Fly).,"Ball, Called Strike, Ball, Swinging Strike, Foul Ball, Ball, Foul Ball, Home Run",Home Run,0.65,0.3,62.3%,0.089,1.0,2018,1, 2
7353,14,▲ 2,E Hernandez,C Sale,1,___,2-1,Kike Hernandez grounded out to third.,"Called Strike, Ball, Ground Out",Ground Out,0.69,0.3,64.1%,-0.018,-0.18,2018,1, 2
7354,15,▲ 2,Y Puig,C Sale,2,___,2-1,Yasiel Puig walked.,"Foul Ball, Ball, Swinging Strike, Ball, Ball, Foul Ball, Walked",Walk,0.43,0.12,62.7%,0.013,0.14,2018,1, 2
7355,16,▲ 2,A Barnes,C Sale,2,1__,2-1,Austin Barnes struck out swinging.,"Called Strike, Ball, Called Strike, Ball, Strikeout Swinging",Strikeout,0.85,0.25,65.2%,-0.025,-0.25,2018,1, 2
7356,17,▼ 2,R Devers,C Kershaw,0,___,2-1,Rafael Devers walked.,"Called Strike, Ball, Ball, Ball, Walked",Walk,0.79,0.56,68.3%,0.031,0.4,2018,1, 2
7357,18,▼ 2,I Kinsler,C Kershaw,0,1__,2-1,Ian Kinsler struck out swinging.,"Called Strike, Foul Ball, Pickoff Throw (First Base), Ball, Foul Ball, Strikeout Swinging",Strikeout,1.24,0.96,65.3%,-0.03,-0.38,2018,1, 2
7358,19,▼ 2,S Leon,C Kershaw,1,1__,2-1,Sandy Leon singled to right (Grounder). Rafael Devers advanced to 3B.,"Called Strike, Called Strike, Single",Single,1.05,0.58,70.8%,0.055,0.67,2018,1, 2
7359,20,▼ 2,J Bradley Jr.,C Kershaw,1,1_3,2-1,Jackie Bradley Jr. grounded into a double play to shortstop (Grounder). Sandy Leon out at second.,"Ball, Foul Ball, Swinging Strike, Grounded Into Double Play",Grounded Into Double Play,1.54,1.25,60.6%,-0.103,-1.24,2018,1, 2
7360,21,▲ 3,B Dozier,C Sale,0,___,2-1,Brian Dozier flied out to left.,"Called Strike, Swinging Strike, Fly Out",Fly Out,1.03,0.56,63.3%,-0.027,-0.26,2018,1, 3
7361,22,▲ 3,J Turner,C Sale,1,___,2-1,Justin Turner singled to right (Grounder).,"Ball, Called Strike, Single",Single,0.74,0.3,60.4%,0.029,0.28,2018,1, 3
7362,23,▲ 3,D Freese,C Sale,1,1__,2-1,David Freese singled to left (Liner). Justin Turner advanced to 2B.,"Ball, Ball, Ball, Called Strike, Called Strike, Single",Single,1.36,0.58,56.3%,0.041,0.4,2018,1, 3
7363,24,▲ 3,M Machado,C Sale,1,12_,2-1,Manny Machado singled to left (Grounder). Justin Turner scored. David Freese advanced to 2B.,"Ball, Foul Ball, Single",Single,2.22,0.97,46.0%,0.103,1.0,2018,1, 3
7364,25,▲ 3,C Taylor,C Sale,1,12_,2-2,Chris Taylor struck out looking.,"Swinging Strike, Foul Ball, Ball, Ball, Strikeout Looking",Strikeout,2.12,0.97,50.9%,-0.05,-0.5,2018,1, 3
7365,26,▲ 3,M Kemp,C Sale,2,12_,2-2,Matt Kemp grounded out to pitcher.,Ground Out,Ground Out,1.82,0.47,55.8%,-0.048,-0.47,2018,1, 3
7366,27,▼ 3,M Betts,C Kershaw,0,___,2-2,Mookie Betts struck out swinging.,"Ball, Called Strike, Ball, Ball, Called Strike, Strikeout Swinging",Strikeout,0.99,0.56,53.2%,-0.026,-0.26,2018,1, 3
7367,28,▼ 3,A Benintendi,C Kershaw,1,___,2-2,Andrew Benintendi singled to left (Fly).,"Ball, Single",Single,0.73,0.3,55.9%,0.027,0.28,2018,1, 3
7368,29,▼ 3,S Pearce,C Kershaw,1,1__,2-2,Steve Pearce reached on fielder's choice to shortstop. Andrew Benintendi out at second.,"Pickoff Throw (First Base), Pickoff Throw (First Base), Foul Ball, Ball, Pickoff Throw (First Base), Fielder's Choice, No Result",No Result,1.3,0.58,52.7%,-0.032,-0.32,2018,1, 3
7369,30,▼ 3,J Martinez,C Kershaw,2,1__,2-2,J.D. Martinez doubled to center (Fly). Steve Pearce scored.,"Ball, Called Strike, Ball, Called Strike, Double, No Result",No Result,0.91,0.25,64.8%,0.122,1.09,2018,1, 3
7370,31,▼ 3,X Bogaerts,C Kershaw,2,_2_,3-2,Xander Bogaerts was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,1.09,0.35,65.7%,0.009,0.12,2018,1, 3
7371,32,▼ 3,R Devers,C Kershaw,2,12_,3-2,Rafael Devers out on a dropped third strike.,"Called Strike, Foul Ball, Dropped Third Strike",Dropped Third Strike,1.52,0.47,61.6%,-0.041,-0.47,2018,1, 3
7372,33,▲ 4,E Hernandez,C Sale,0,___,3-2,Kike Hernandez out on a dropped third strike.,"Called Strike, Ball, Foul Ball, Dropped Third Strike",Dropped Third Strike,1.13,0.56,64.6%,-0.03,-0.26,2018,1, 4
7373,34,▲ 4,Y Puig,C Sale,1,___,3-2,Yasiel Puig struck out swinging.,"Ball, Called Strike, Foul Ball, Foul Ball, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.82,0.3,66.7%,-0.021,-0.18,2018,1, 4
7374,35,▲ 4,A Barnes,C Sale,2,___,3-2,Austin Barnes flied out to center.,"Ball, Ball, Fly Out",Fly Out,0.52,0.12,68.1%,-0.014,-0.12,2018,1, 4
7375,36,▼ 4,I Kinsler,C Kershaw,0,___,3-2,Ian Kinsler struck out swinging.,"Called Strike, Ball, Swinging Strike, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.85,0.56,65.8%,-0.023,-0.26,2018,1, 4
7376,37,▼ 4,S Leon,C Kershaw,1,___,3-2,Sandy Leon struck out looking.,"Foul Ball, Called Strike, Strikeout Looking",Strikeout,0.64,0.3,64.2%,-0.017,-0.18,2018,1, 4
7377,38,▼ 4,J Bradley Jr.,C Kershaw,2,___,3-2,Jackie Bradley Jr. grounded out to first (Grounder).,"Foul Ball, Called Strike, Ball, Ground Out",Ground Out,0.43,0.12,63.0%,-0.011,-0.12,2018,1, 4
7378,39,▲ 5,B Dozier,C Sale,0,___,3-2,Brian Dozier walked.,"Called Strike, Ball, Ball, Ball, Walked",Walk,1.26,0.56,58.0%,0.05,0.4,2018,1, 5
7379,40,▲ 5,J Turner,M Barnes,0,1__,3-2,Justin Turner singled to left (Grounder). Brian Dozier advanced to 2B.,"Ball, Single",Single,2.0,0.96,50.4%,0.076,0.62,2018,1, 5
7380,41,▲ 5,D Freese,M Barnes,0,12_,3-2,David Freese struck out swinging.,"Called Strike, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,2.56,1.58,57.8%,-0.074,-0.61,2018,1, 5
7381,42,▲ 5,B Dozier,M Barnes,1,12_,3-2,Justin Turner advanced on a wild pitch to 2B.,,Stolen Base,2.7,0.97,51.3%,0.065,0.5,2018,1, 5
7382,43,▲ 5,M Machado,M Barnes,1,_23,3-2,Manny Machado grounded out to second. Brian Dozier scored. Justin Turner advanced to 3B.,"Foul Ball, Ball, (Wild Pitch), Foul Ball, Ground Out",Ground Out,2.06,1.47,51.8%,-0.005,-0.08,2018,1, 5
7383,44,▲ 5,C Bellinger,M Barnes,2,__3,3-3,Cody Bellinger flied out to right.,"Called Strike, Ball, Ball, Fly Out",Fly Out,1.81,0.39,57.0%,-0.051,-0.39,2018,1, 5
7384,45,▼ 5,M Betts,C Kershaw,0,___,3-3,Mookie Betts walked.,"Called Strike, Ball, Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Foul Ball, Walked",Walk,1.17,0.56,61.4%,0.045,0.4,2018,1, 5
7385,46,▼ 5,A Benintendi,C Kershaw,0,1__,3-3,Andrew Benintendi singled to left (Liner). Mookie Betts advanced to 2B.,"Pickoff Throw (First Base), Single",Single,1.81,0.96,68.0%,0.066,0.62,2018,1, 5
7386,47,▼ 5,M Betts,R Madson,0,12_,3-3,Andrew Benintendi advanced on a wild pitch to 2B.,,Stolen Base,2.15,1.58,74.0%,0.059,0.48,2018,1, 5
7387,48,▼ 5,S Pearce,R Madson,0,_23,3-3,Steve Pearce walked.,"Ball, (Wild Pitch), Ball, Ball, Walked",Walk,1.56,2.06,76.1%,0.022,0.35,2018,1, 5
7388,49,▼ 5,J Martinez,R Madson,0,123,3-3,J.D. Martinez struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,2.15,2.41,68.7%,-0.075,-0.77,2018,1, 5
7389,50,▼ 5,X Bogaerts,R Madson,1,123,3-3,"Xander Bogaerts reached on fielder's choice to shortstop.
Mookie Betts scored. Andrew Benintendi advanced to 3B. Steve Pearce out at second.","Ball, Ball, Fielder's Choice",Fielders Choice,2.99,1.64,70.1%,0.015,-0.1,2018,1, 5
7390,51,▼ 5,R Devers,R Madson,2,1_3,4-3,Rafael Devers singled to right (Grounder). Andrew Benintendi scored. Xander Bogaerts advanced to 2B.,"Ball, Single",Single,1.76,0.54,79.8%,0.097,0.93,2018,1, 5
7391,52,▼ 5,I Kinsler,R Madson,2,12_,5-3,Ian Kinsler flied out to right.,"Swinging Strike, Fly Out",Fly Out,1.14,0.47,76.7%,-0.03,-0.47,2018,1, 5
7392,53,▲ 6,M Kemp,J Kelly,0,___,5-3,Matt Kemp struck out swinging.,"Ball, Foul Ball, Foul Ball, Ball, Foul Ball, Strikeout Swinging",Strikeout,1.25,0.56,80.0%,-0.033,-0.26,2018,1, 6
7393,54,▲ 6,E Hernandez,J Kelly,1,___,5-3,Kike Hernandez struck out swinging.,"Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.88,0.3,82.3%,-0.023,-0.18,2018,1, 6
7394,55,▲ 6,Y Puig,J Kelly,2,___,5-3,Yasiel Puig grounded out to first.,"Called Strike, Ball, Foul Ball, Foul Ball, Ground Out",Ground Out,0.52,0.12,83.7%,-0.014,-0.12,2018,1, 6
7395,56,▼ 6,S Leon,J Urias,0,___,5-3,Sandy Leon struck out swinging.,"Called Strike, Called Strike, Strikeout Swinging",Strikeout,0.55,0.56,82.3%,-0.015,-0.26,2018,1, 6
7396,57,▼ 6,J Bradley Jr.,J Urias,1,___,5-3,Jackie Bradley Jr. struck out looking.,"Ball, Ball, Ball, Called Strike, Foul Ball, Strikeout Looking",Strikeout,0.42,0.3,81.2%,-0.011,-0.18,2018,1, 6
7397,58,▼ 6,M Betts,J Urias,2,___,5-3,Mookie Betts flied out to first.,"Ball, Called Strike, Fly Out",Fly Out,0.29,0.12,80.4%,-0.008,-0.12,2018,1, 6
7398,59,▲ 7,J Pederson,R Brasier,0,___,5-3,Joc Pederson grounded out to shortstop.,"Called Strike, Foul Ball, Ground Out",Ground Out,1.38,0.56,84.0%,-0.036,-0.26,2018,1, 7
7399,60,▲ 7,M Muncy,R Brasier,1,___,5-3,Max Muncy singled to right (Grounder).,"Called Strike, Foul Ball, Ball, Ball, Foul Ball, Foul Ball, Ball, Single",Single,0.96,0.3,79.9%,0.041,0.28,2018,1, 7
7400,61,▲ 7,J Turner,R Brasier,1,1__,5-3,Justin Turner singled to center (Liner). Max Muncy advanced to 2B.,Single,Single,1.83,0.58,74.0%,0.059,0.4,2018,1, 7
7401,62,▲ 7,Y Grandal,R Brasier,1,12_,5-3,Yasmani Grandal walked. Max Muncy advanced to 3B. Justin Turner advanced to 2B.,"Ball, Ball, Ball, Called Strike, Walked",Walk,3.12,0.97,64.5%,0.095,0.67,2018,1, 7
7402,63,▲ 7,M Machado,R Brasier,1,123,5-3,Manny Machado hit a sacrifice fly to center (Fly). Max Muncy scored.,Sacrifice Fly,Sacrifice Fly,4.41,1.64,69.7%,-0.053,-0.17,2018,1, 7
7403,64,▲ 7,C Bellinger,E Rodriguez,2,12_,5-4,Cody Bellinger flied out to center.,"Ball, Ball, Fly Out",Fly Out,3.16,0.47,78.2%,-0.084,-0.47,2018,1, 7
7404,65,▼ 7,A Benintendi,J Urias,0,___,5-4,Andrew Benintendi hit a ground rule double (Fly).,"Swinging Strike, Foul Tip, Ground Rule Double",Ground Rule Double,0.8,0.56,83.6%,0.055,0.64,2018,1, 7
7405,66,▼ 7,M Moreland,P Baez,0,_2_,5-4,Mitch Moreland struck out swinging.,"Foul Ball, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.94,1.2,79.9%,-0.038,-0.47,2018,1, 7
7406,67,▼ 7,J Martinez,P Baez,1,_2_,5-4,J.D. Martinez was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,1.09,0.73,81.1%,0.012,0.24,2018,1, 7
7407,68,▼ 7,X Bogaerts,P Baez,1,12_,5-4,Xander Bogaerts struck out swinging.,"Ball, Called Strike, Swinging Strike, Foul Ball, Ball, Strikeout Swinging",Strikeout,1.61,0.97,77.3%,-0.038,-0.5,2018,1, 7
7408,69,▼ 7,E Nunez,A Wood,2,12_,5-4,Eduardo Nunez homered (Liner). Andrew Benintendi scored. J.D. Martinez scored.,"Ball, Home Run",Home Run,1.51,0.47,96.1%,0.188,2.65,2018,1, 7
7409,70,▼ 7,I Kinsler,A Wood,2,___,8-4,Ian Kinsler flied out to second.,"Foul Ball, Fly Out",Fly Out,0.07,0.12,95.9%,-0.002,-0.12,2018,1, 7
7410,71,▲ 8,M Kemp,N Eovaldi,0,___,8-4,Matt Kemp grounded out to shortstop.,"Called Strike, Foul Ball, Ball, Ground Out",Ground Out,0.55,0.56,97.4%,-0.015,-0.26,2018,1, 8
7411,72,▲ 8,E Hernandez,N Eovaldi,1,___,8-4,Kike Hernandez grounded out to second.,"Ball, Called Strike, Ball, Foul Ball, Ball, Foul Ball, Ground Out",Ground Out,0.32,0.3,98.3%,-0.009,-0.18,2018,1, 8
7412,73,▲ 8,Y Puig,N Eovaldi,2,___,8-4,Yasiel Puig grounded out to shortstop.,"Foul Ball, Ball, Foul Ball, Ball, Ground Out",Ground Out,0.14,0.12,98.6%,-0.004,-0.12,2018,1, 8
7413,74,▼ 8,S Leon,A Wood,0,___,8-4,Sandy Leon singled to center (Liner).,"Foul Ball, Ball, Foul Ball, Ball, Single",Single,0.06,0.56,98.9%,0.002,0.4,2018,1, 8
7414,75,▼ 8,J Bradley Jr.,A Wood,0,1__,8-4,Jackie Bradley Jr. struck out swinging.,"Swinging Strike, Foul Bunt, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.08,0.96,98.6%,-0.002,-0.38,2018,1, 8
7415,76,▼ 8,M Betts,A Wood,1,1__,8-4,Mookie Betts struck out looking.,"Ball, Called Strike, Ball, Ball, Called Strike, Strikeout Looking",Strikeout,0.08,0.58,98.5%,-0.002,-0.32,2018,1, 8
7416,77,▼ 8,A Benintendi,A Wood,2,1__,8-4,Andrew Benintendi grounded out to second.,Ground Out,Ground Out,0.06,0.25,98.3%,-0.002,-0.25,2018,1, 8
7417,78,▲ 9,J Pederson,C Kimbrel,0,___,8-4,Joc Pederson grounded out to second.,"Called Strike, Ground Out",Ground Out,0.39,0.56,99.3%,-0.011,-0.26,2018,1, 9
7418,79,▲ 9,M Muncy,C Kimbrel,1,___,8-4,Max Muncy struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,0.19,0.3,99.8%,-0.005,-0.18,2018,1, 9
7419,80,▲ 9,J Turner,C Kimbrel,2,___,8-4,Justin Turner struck out swinging.,"Called Strike, Called Strike, Ball, Ball, Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.05,0.12,100.0%,-0.002,-0.12,2018,1, 9
7420,1,▲ 1,T Turner,J Verlander,0,___,0-0,Trea Turner walked.,"Ball, Ball, Ball, Walked",Walk,0.87,0.52,46.5%,0.035,0.39,2019,2, 1
7421,2,▲ 1,A Eaton,J Verlander,0,1__,0-0,Adam Eaton singled to left (Grounder). Trea Turner advanced to 2B.,"Pickoff Throw (First Base), Pickoff Throw (First Base), Called Strike, Pickoff Throw (First Base), Single",Single,1.43,0.91,41.1%,0.054,0.61,2019,2, 1
7422,3,▲ 1,A Rendon,J Verlander,0,12_,0-0,Anthony Rendon doubled to center (Fly). Trea Turner scored. Adam Eaton scored.,"Swinging Strike, Called Strike, Double",Double,1.84,1.52,26.9%,0.142,1.63,2019,2, 1
7423,4,▲ 1,J Soto,J Verlander,0,_2_,0-2,Juan Soto struck out swinging.,"Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.9,1.14,30.0%,-0.032,-0.45,2019,2, 1
7424,5,▲ 1,H Kendrick,J Verlander,1,_2_,0-2,Howie Kendrick flied out to right.,"Swinging Strike, Fly Out",Fly Out,0.93,0.69,32.7%,-0.026,-0.36,2019,2, 1
7425,6,▲ 1,A Cabrera,J Verlander,2,_2_,0-2,Asdrubal Cabrera struck out swinging.,"Foul Ball, Swinging Strike, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.9,0.33,35.2%,-0.026,-0.33,2019,2, 1
7426,7,▼ 1,G Springer,S Strasburg,0,___,0-2,George Springer struck out swinging.,"Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.91,0.52,32.9%,-0.023,-0.24,2019,2, 1
7427,8,▼ 1,J Altuve,S Strasburg,1,___,0-2,Jose Altuve doubled to left (Liner).,"Ball, Ball, Called Strike, Called Strike, Double",Double,0.64,0.27,37.0%,0.041,0.42,2019,2, 1
7428,9,▼ 1,J Altuve,S Strasburg,1,_2_,0-2,Jose Altuve was caught stealing.,,Stolen Base,1.25,0.69,31.3%,-0.057,-0.59,2019,2, 1
7429,10,▼ 1,M Brantley,S Strasburg,2,___,0-2,Michael Brantley singled to center (Liner).,"Called Strike, (Caught Stealing), Swinging Strike, Ball, Ball, Ball, Single",Single,0.4,0.11,32.6%,0.013,0.13,2019,2, 1
7430,11,▼ 1,A Bregman,S Strasburg,2,1__,0-2,Alex Bregman homered (Fly). Michael Brantley scored.,"Ball, Called Strike, Swinging Strike, Ball, Home Run",Home Run,0.81,0.24,51.1%,0.185,1.87,2019,2, 1
7431,12,▼ 1,Y Gurriel,S Strasburg,2,___,2-2,Yuli Gurriel grounded out to third.,"Ball, Called Strike, Ground Out",Ground Out,0.4,0.11,50.0%,-0.011,-0.11,2019,2, 1
7432,13,▲ 2,R Zimmerman,J Verlander,0,___,2-2,Ryan Zimmerman struck out swinging.,"Called Strike, Called Strike, Ball, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.93,0.52,52.4%,-0.024,-0.24,2019,2, 2
7433,14,▲ 2,K Suzuki,J Verlander,1,___,2-2,Kurt Suzuki singled to center (Liner).,"Ball, Ball, Single",Single,0.66,0.27,49.8%,0.026,0.27,2019,2, 2
7434,15,▲ 2,V Robles,J Verlander,1,1__,2-2,Victor Robles struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,1.23,0.54,52.8%,-0.03,-0.3,2019,2, 2
7435,16,▲ 2,T Turner,J Verlander,2,1__,2-2,Trea Turner flied out to right.,"Swinging Strike, Swinging Strike, Ball, Fly Out",Fly Out,0.84,0.24,55.2%,-0.024,-0.24,2019,2, 2
7436,17,▼ 2,Y Alvarez,S Strasburg,0,___,2-2,Yordan Alvarez lined out to second.,"Called Strike, Ball, Ball, Line Drive",Line Out,0.92,0.52,52.8%,-0.024,-0.24,2019,2, 2
7437,18,▼ 2,C Correa,S Strasburg,1,___,2-2,Carlos Correa struck out looking.,"Ball, Ball, Called Strike, Ball, Swinging Strike, Strikeout Looking",Strikeout,0.67,0.27,51.1%,-0.017,-0.17,2019,2, 2
7438,19,▼ 2,R Chirinos,S Strasburg,2,___,2-2,Robinson Chirinos struck out swinging.,"Ball, Ball, Foul Ball, Called Strike, Strikeout Swinging",Strikeout,0.43,0.11,50.0%,-0.011,-0.11,2019,2, 2
7439,20,▲ 3,A Eaton,J Verlander,0,___,2-2,Adam Eaton flied out to center.,"Ball, Called Strike, Called Strike, Fly Out",Fly Out,0.99,0.52,52.6%,-0.026,-0.24,2019,2, 3
7440,21,▲ 3,A Rendon,J Verlander,1,___,2-2,Anthony Rendon grounded out to second.,"Ball, Called Strike, Swinging Strike, Ground Out",Ground Out,0.72,0.27,54.4%,-0.018,-0.17,2019,2, 3
7441,22,▲ 3,J Soto,J Verlander,2,___,2-2,Juan Soto doubled to right (Liner).,"Swinging Strike, Ball, Double",Double,0.46,0.11,51.9%,0.025,0.22,2019,2, 3
7442,23,▲ 3,H Kendrick,J Verlander,2,_2_,2-2,Howie Kendrick flied out to right.,"Called Strike, Swinging Strike, Ball, Fly Out",Fly Out,1.29,0.33,55.6%,-0.037,-0.33,2019,2, 3
7443,24,▼ 3,J Reddick,S Strasburg,0,___,2-2,Josh Reddick struck out swinging.,"Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.99,0.52,53.0%,-0.025,-0.24,2019,2, 3
7444,25,▼ 3,G Springer,S Strasburg,1,___,2-2,George Springer flied out to second.,"Ball, Ball, Swinging Strike, Ball, Fly Out",Fly Out,0.72,0.27,51.2%,-0.018,-0.17,2019,2, 3
